index,NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
308,1309,Yam and Mustroom In Coconut Milk,71,400,2,22,1,2,2.2,17,4,0.23,3,5,74,2,0.03,0.027,0.025,0.3,21.2,0.026,0.03,0.084,0.041,0.027,3,0,3,3,2.2,0,29,1,0,,,,,,0.16,0,0,0.5,0.008,0.002,0.014,0,244,1 cup,,,0
309,1310,Yam with Steamed Cabbage and Sausages,94,440,0,0,0,4,1.1,24,4,0.35,3,7,61,28,0.04,0.043,0.075,0.3,1.7,0.013,0.028,0.188,0.052,0.026,1,0,1,1,,0,11,1,0,,,,,,,0,0,,0.03,0.007,0.054,0,255,1 cup,,,0
310,1311,Yam and Plantain Curry,5,460,8,68,2,16,2.2,145,7,0.38,5,9,114,3,0.09,0.073,0.032,0.2,17.6,0.009,0.014,0.26,0.096,0.022,1,0,1,1,,0,1316,66,0,,,,,,,0,0,,0.006,0.038,0.017,0,251,1 cup,31.4,1 fl oz,0
311,1312,Yam and Zobo Sauce,6,420,9,63,1,22,,,9,0.2,12,15,162,1,0.05,0.033,0.02,,38,0.04,0.02,0.2,0.189,0.044,10,0,10,10,,0,440,22,0,,,,,,,0,0,,0.014,0.013,0.024,0,247,1 cup,196,"1 fruit,  yields",0
312,1313,Yam and Chicken Stew with Palm Oil,7,470,24,46,2,18,4.48,35.3933333,5,0.19,4,6,40,7,0.08,0.069,0.019,0.2,17.6,0.003,0.014,0.288,0.068,0.007,1,0,1,1,,0,258,13,0,,,,,,,0,0,,0.002,0.008,0.011,0,249,1 cup,31.1,1 fl oz,0
313,1314,Yam with African Spinach Sauce,1,430,18,46,1,36,2.41,1.35,5,0.26,3,3,13,4,0.07,0.067,0.03,0.5,27,0.002,0.013,0.128,0.022,0.014,1,0,1,1,,0,1,0,0,,,,,,,0,0,,0.001,0.003,0.003,0,250,1 cup,31.2,1 fl oz,0
314,1315,Yam andGrilled Chicken with Avocado,62,400,3,0,1,32,1.9,44,13,0.31,12,8,130,2,0.11,0.069,0.504,0.1,43.8,0.058,0.021,0.199,0.056,0.1,18,0,18,18,3.3,0,5,0,0,0,3,0,0,0,0.02,0,0,0.3,0.008,0.014,0.042,0,250,1 cup,31.3,1 fl oz,0
315,1316,Yam with Ground Pepper Sauce with Beef,14,450,7,54,2,23,,,20,0.91,17,25,448,25,0.13,0.05,0.225,0.4,88.9,0.011,0.054,0.135,0.223,0.116,1,0,1,1,,0,0,0,0,,,,,,,0,0,,0.06,0.015,0.108,0,211,"1 can,  (6 fl oz)",,,0
316,1317,Yand and Okra Stew with Assorted Meat,5,450,4,27,2,48,13.35,,6,0.26,5,7,126,7,0.04,0.014,0.063,0.1,25,0.003,0.015,0.038,0.063,0.033,0,0,0,0,,0,0,0,0,,,,,,,0,0,,0.018,0.002,0.031,0,239,1 cup,29.9,1 fl oz,0
317,1318,Yam and Prawn Stir-Fry,10,420,10,13,3,59,4.3,132.81,9,0.19,6,11,101,1,0.08,0.078,0.037,0.1,4.4,0.012,0.026,0.164,0.042,0.026,6,,6,,5.1,,28,1,,2,14,3,0,51,0.12,,,3.8,,,,,140,"1 cup, sliced",152,1 small,10
318,1319,Yam Porridge with Vegetables,92,450,1,0,1,6,2.5,40,11,0.19,7,13,123,1,0.13,0.07,0.056,0.1,5.2,0.012,0.028,0.162,0.053,0.039,7,,7,,5.1,,24,1,,0,14,1,0,53,0.12,,,4.9,,,,,126,1 small,157,1 medium,11
319,1320,Fried Yam with Egg Sauce,88,500,1,0,1,10,2.8,33,10,0.15,7,14,122,1,0.13,0.104,0.047,0,2.8,0.012,0.023,0.152,0.057,0.021,7,,7,,5.1,,19,1,,0,11,0,0,11,0.12,,,5.2,,,,,140,"1 cup, sliced",159,1 small,10
320,1321,Yam and Bean Pottage,87,470,3,1,2,4,4.27,108.5,11,0.24,7,13,127,1,0.1,0.077,0.048,0,4.4,0.01,0.022,0.151,0.043,0.026,9,,9,,5.1,,25,1,,0,14,1,0,46,0.12,,,4.3,,,,,140,"1 cup, sliced",172,1 small,10
321,1322,Boiled Yam with Garden Egg Sauce,95,430,1,0,0,4,0.5,16,14,0.11,8,15,129,3,0.08,0.031,0.015,,28.3,,,,,,,,,,,,35,2,,,20,,,,,,,,0.008,0.009,0.017,0,247,1 cup,,,0
322,1323,Yam and Okra Soup,97,440,1,0,0,2,0.7,14,44,0.29,10,6,96,11,0.11,0.05,0.078,,0.5,0.033,0.036,0.677,0.072,0.044,14,0,14,14,,0,2,0,0,,,,,,,,,,,,,0,178,"1 cup,  drained",,,0
323,1324,Yam Pepper Soup,90,410,2,0,1,6,0.87,9,64,0.9,54,62,696,1,0.44,0.362,0.296,,0,0.05,0.06,1.61,0.805,0.249,15,0,15,15,9.9,,149,7,,0,89,0,0,23,,0,0,2.7,,,,,24,"1 date, pitted",,,8
324,1325,Yam and Spinach Sauce,82,460,6,1,3,10,6.34,232.5,6,0.43,30,39,436,2,0.28,0.207,0.325,,19.7,0.374,0.2,1.074,0.23,0.316,36,,36,,,0,44,2,0,6,23,0,,,,,,,,,,0,243,"1 cup, chopped or diced",602,1 fruit,68
325,1326,Yam and Fish Sauce,85,490,4,1,4,7,1.3,506,31,2.8,,72,852,23,,,,,4.3,0.04,,2.5,0.43,,,,,,,,2000,100,0,,,,,,,,,,0.016,,,0,36,2 tbsp,,,0
326,1327,Yam and Bitterleaf Stew,77,460,4,1,3,9,7.2,313,18,0.17,4,5,56,98,0.05,0.029,0.111,0.6,0,0,0,0,,0,0,0,0,0,2.2,0,19,1,0,0,9,5,0,11,0.04,0,0,0.3,0.01,0.008,0.02,0,,,,,0
327,1328,Roasted Yam and Avocado Dip,8,520,14,2,13,35,28.6,1240,8,1.61,24,47,304,20,0.31,0.057,0.182,,54.1,,,,,,,,,,,,100,5,0,0,60,,,,,,,,0.014,,,,114,.5 cup,,,
328,1329,Yam Balls with Minced Turkey Filling,87,530,3,1,1,4,4,15.7,15,2.2,32,52,131,4,0.43,1.06,0.155,,25.8,,,,,,,,,,,,383,19,0,0,230,,,,,,,,0.245,,,,114,.5 cup,,,
329,1330,Yam and Pumpkin Leaf Soup (Ugu),7,440,11,4,16,48,13.7,256.7,13,0.25,12,9,125,1,0.08,0.081,1.593,0,16.9,0.078,0.029,0.47,0.193,0.106,11,,11,,5.6,,52,3,,0,31,0,0,0,,0,0,0.7,,,,,165,"1 cup, chunks",175,"1 slice,  (4-2/3"" dia x 3/4"" thick)",42
330,1331,Yam and Groundnut Sauce,76,550,8,1,1,11,2.3,276,13,0.28,12,8,108,1,0.12,0.113,0.818,0.1,56.4,0.08,0.033,0.507,0.217,0.114,19,0,19,19,5.4,,57,3,,0,34,0,0,0,0.02,0,0,0.7,,,,,165,"1 cup, chunks",166,"1 slice,  (4-2/3"" dia x 3/4"" thick)",49
331,1332,Yam and Mackerel Stew,82,500,6,1,2,9,0.92,2.76,5,0.31,5,12,89,5,0.09,0.075,0.027,,2.2,0.012,0.024,0.392,0.041,0.016,2,0,2,2,,,302,15,,0,110,142,0,0,,0,0,4.6,0.01,,,0,,,,,0
332,1333,Yam and Banga Soup (Palm Fruit Soup),90,530,4,1,2,2,1.02,420.9,5,0.29,5,13,85,6,0.08,0.075,0.029,,3.1,0.013,0.038,0.385,0.041,0.016,2,0,2,2,,,198,10,,0,79,80,0,0,,0,0,2.9,0.01,,,0,,,,,0
333,1334,Yam with Vegetable Egusi Sauce,86,540,5,0,2,6,1.24,203.63,30,0.14,10,21,177,1,0.06,0.043,0.023,0.1,48.8,0.086,0.03,0.636,0.151,0.075,24,0,24,24,14,,,,,,,,,,0.2,0,0,0,,,,,74,1 fruit,,,23
334,1335,Yam with Tomato Fish Gravy,85,480,6,0,2,6,1.36,198.63,7,0.36,3,2,25,8,0.02,0.01,0.01,0.4,11.1,0.003,0.011,0.12,0.07,0.007,6,0,6,6,2.2,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.029,0.051,0.039,0,251,1 cup,,,0
335,1336,Yam and Cowpea Curry,71,495,2,0,2,25,,65,8,0.38,2,2,39,6,0.03,0.017,0.058,,21.1,0.003,0.003,0.17,0.08,0.01,3,0,3,3,1.1,,106,,,,,,35,0,0.05,,,1,0.02,0.02,0.01,0,251,1 cup,,,0
336,1337,Boiled Yam with Garden Egg Sauce,83,470,4,1,3,7,,220,17,0.36,3,2,24,5,0.02,0.015,0.028,0.4,15.2,0.003,0.003,0.08,0.07,0.015,7,0,7,7,1.5,0,692,35,0,0,402,26,0,0,0.21,0,0,0.8,0.014,0.022,0.011,0,251,1 cup,,,0
337,1338,Yam and Chicken Stir-Fry,8,540,31,3,4,36,18.02,,10,0.75,4,2,27,7,0.02,0.014,0.02,,7.1,0.003,0.003,0.07,0.037,0.007,1,0,1,1,1.3,0,0,0,,0,0,0,0,0,0.12,,,0.1,,,,0,251,1 cup,,,0
338,1339,Yam and Crayfish Stew,93,500,3,,1,2,,39,3,0.25,5,10,87,7,0.16,0.03,0.037,,2.5,0.023,0.02,0.585,0.045,0.016,8,0,8,8,,,493,25,,0,283,26,0,,1.23,,,2.8,,,,,,,,,0
339,1340,Yam and Snail Sauce,,530,23,2,12,13,10.6,870,9,0.34,7,9,99,4,0.14,0.03,0.042,,0.3,0.02,0.046,0.218,0.041,0.016,1,0,1,1,,,,,,,,,,,0.2,,,0.3,,,,,,,,,0
340,1341,Spicy Yam Porridge with Scent Leaf,85,515,3,1,3,7,0.78,0.0041,5,0.28,4,7,61,5,0.09,0.03,0.037,,0.9,0.02,0.014,0.115,0.041,0.016,3,0,3,3,,,,,,,,,,,0.11,,,0.3,,,,,,,,,0
341,1342,Yam and Spinach Coconut Sauce,85,525,4,1,3,4,3.75,59.54,11,0.1,7,11,214,9,0.09,0.021,0.095,0.3,0.1,0.015,0.015,0.233,0.285,0.04,24,0,24,24,4.8,0,0,0,0,0,0,0,0,0,0.38,0,0,10.4,0.077,0.059,0.05,0,249,1 cup,31.4,1 fl oz,0
342,1343,Yam and Okra Sauce,87,480,2,1,1,9,5.3,78,11,0.11,7,9,96,7,0.05,0.01,0.041,0.1,28.2,0.006,0.015,0.087,0.035,0.021,0,0,0,0,2.4,0,4,0,0,0,2,0,0,33,0.01,0,0,0.2,0.023,0.005,0.032,0,250,8 fl oz,,,0
343,1344,Yam and Spicy Smoked Catfish Stew,89,545,5,,,4,1,2.44,72,0.14,6,11,89,5,0.06,0.013,0.086,0.1,50.7,0.005,0.015,0.094,0.03,0.018,0,0,0,0,1.8,0,1,0,0,0,0,0,0,16,0.01,0,0,0,0.021,0.005,0.04,0,250,8 fl oz,,,0
344,1345,Yam and African Basil (Efirin) Sauce,74,510,4,2,2,14,4.1,403,4,0.67,58,44,482,2,0.23,0.183,0.188,,3.4,0.047,0.102,0.818,0.388,0.264,15,,15,,,,1192,60,,332,548,2,,,,,,,3.69,4.353,2.697,,118,1 cup,53,"10 slices,  (1/4"" thick)",0
345,1346,Creamy Yam and Vegetable Curry (Coconut Milk),86,560,5,1,2,7,3.7,107,6,0.62,45,43,507,6,0.24,0.116,0.28,0.4,,0.07,0.02,0.837,0.6,0.29,,,,,,,1318,66,,407,582,11,0,100,1.1,,,31.8,1.816,2.319,2.275,,169,1 cup,,,0
346,1347,Egusi Soup with Spinach,86,570,4,2,2,6,2.21,213.57,42,0.37,16,7,194,8,0.06,0.053,0.172,,10.8,0.015,0.02,0.3,,0.015,,,,,,,,,,,,,,,,,,,,,,,11.1,"3 fruit, without pits",,,
347,1348,Jollof Rice with Grilled Chicken,49,650,28,18,2,2,0.88,,46,0.38,20,10,244,3,0.09,0.041,0.248,0.4,92.5,0.015,0.018,0.29,0.18,0.021,8,0,8,8,,,74,4,,3,40,5,0,569,1.25,,,11.9,,,,,112,"1 cup, without pits thawed",9.8,"3 fruit, without pits thawed",27
348,1349,Moringa Soup with Fish,51,530,27,15,2,5,0.81,,8,0.35,11,12,200,4,0.1,0.028,0.067,0.4,3.2,0.045,0,1.45,0.22,0.107,3,0,3,3,,,568,28,,4,333,10,0,299,0.75,,,14.6,,,,,120,"1 cup,  thawed",,,0
349,1350,Grilled Tilapia with Plantains,92,560,3,0,1,3,1,3,13,1.13,40,37,123,2,0.48,0.02,0.039,,5.3,0.025,0.015,0.565,0.183,0.063,3,0,3,3,,,147,7,,,88,,,,,,,,,,,,233,1 cup,209,"1 fruit,  (4-2/3"" long x 2-3/4"" dia)",36
350,1351,African Pepper Soup (With Goat Meat),17,490,32,1,5,44,1.3,370,8,0.18,10,11,150,4,0.06,0.034,0.378,0.1,40.7,0.04,0.025,0.173,,0.061,10,0,10,10,3.8,0,17,1,0,3,5,9,0,14,0.07,0,0,0.1,0.011,0.009,0.024,0,246,8 fl oz,,,0
351,1352,Fried Rice with Vegetables,19,590,34,1,4,43,0.5,227,6,0.11,5,12,104,1,0.04,0.027,0.034,0,,0.015,0.025,0.075,0.051,0.034,3,,3,,3.4,,55,3,,0,27,12,0,31,0.24,,,2.6,,,,,109,"1 cup, sliced",260,1 large,11
352,1353,Rice and Beans (Gbegiri),86,490,3,1,1,8,1.95,82,6,0.13,5,10,100,2,0.04,0.03,0.035,0,,0.018,0.026,0.094,0.074,0.051,3,,3,,5.1,,51,3,,0,25,12,0,28,0.18,,,1.8,,,,,109,"1 cup, sliced",215,1 large,10
353,1354, Palm Nut Rice (Ofe Akwu),62,620,9,1,7,12,9.06,,5,0.15,5,12,120,1,0.04,0.031,0.044,0.1,,0.019,0.025,0.126,0.056,0.037,3,,3,,3.4,,100,5,,0,59,2,0,64,0.18,,,3.2,,,,,109,"1 cup, sliced",206,1 large,11
354,1355,Bitterleaf Rice (Ofe Onugbu),92,570,1,0,1,7,0.5,21,7,0.12,5,11,108,1,0.05,0.021,0.037,0,,0.017,0.029,0.075,0.055,0.049,3,,3,,3.4,,28,1,,0,11,11,0,11,0.18,,,1.3,,,,,109,"1 cup, sliced",200,1 large,9
355,1356,Coconut Rice with Plantains,87,590,1,1,1,11,,215,7,0.1,5,13,109,1,0.04,0.025,0.031,0,,0.013,0.026,0.07,0.051,0.045,3,,3,,3.4,,38,2,,0,17,11,0,11,0.18,,,1,,,,,109,"1 cup, sliced",236,1 large,11
356,1357,Steamed Rice with Fish Stew,94,540,1,0,1,5,0.6,29,146,0.13,11,17,178,2,0.07,0.042,0.023,0.1,33.6,0.046,0.039,0.28,0.195,0.076,19,0,19,19,6.2,0,417,114,112,8,8,27,0,27,1.13,1,42,0,0.014,0.022,0.03,0,249,1 cup,31.1,1 fl oz,0
357,1358,Rice Porridge with Coconut Milk,95,490,1,0,1,3,1.9,33,8,0.15,,,142,4,,,,,2.5,,,,,,,,,,,,2083,,,,,,,,,,,,0,,,0,240,8 fl oz,,,0
358,1359,Bitterleaf and Rice with Chicken,84,560,5,1,3,5,3.64,93.43,11,0.42,10,15,165,6,0.06,0.053,0.215,0.4,8.2,0.07,0.09,0.29,,0.075,15,0,15,15,4.3,0.63,428,21,0,5,247,15,0,183,0.3,0,0,21.2,0.053,0.04,0.073,0,275,1 cup,,,0
359,1360,Rice and Groundnut Stew,86,640,6,0,2,3,1.54,112.076667,14,0.26,11,9,132,3,0.11,0.028,0.504,,31.3,0.058,0.016,0.141,0.056,0.1,12,0,12,12,,0,235,,,,,,,,0.63,0,0,,0,,,0,250,1 cup,31.3,1 fl oz,0
360,1361,Vegetable Rice Pilaf,81,530,4,1,2,9,3.28,119.38,0,0.15,,,154,4,,,,,25,,,8.333,4.167,0.833,,,,,,2.5,0,,,,,,,,5.63,,,,0,,,0,240,8 fl oz,,,0
361,1362,Egusi Rice,81,680,5,2,2,5,3.1,185.735,42,0.25,10,14,104,5,0.07,0.018,0.239,0,25,0.017,0.015,0.133,0.048,0.032,0,0,0,0,3.2,0,8,0,0,0,5,0,0,57,0,0,0,0.4,0.025,0.003,0.022,0,253,1 cup,31.6,1 fl oz,0
362,1363,Rice with Spinach Stew,73,540,8,1,4,9,6.9,,7,0.39,9,24,145,3,0.06,0.04,0.076,0.3,31.3,0.05,0.085,0.455,,0.026,14,0,14,14,5,0,1408,70,0,14,794,87,1,38,0.42,0,0,1.8,0.105,0.04,0.112,0,227,1 cup,,,0
363,1364,Rice with Stewed Goat Meat,55,700,2,1,5,28,,21.43,10,0.21,,,116,4,,,,,108.6,,,,,0.4,,,,,,0.9,290,,,,,,,,5.03,,,,0.003,0.002,0.011,0,252,1 cup,,,0
364,1365,Rice with Crayfish Stew,65,600,7,18,1,16,1.19,47.25,18,0.34,15,16,177,11,0.08,0.049,1.357,0.2,6.2,0.06,0.08,0.333,,0.08,17,0,17,17,4.1,0.55,417,21,0,12,242,4,0,16,0.18,0,0,2.6,0.068,0.064,0.068,0,230,1 cup,,,0
365,1366,Mushroom Rice,73,520,4,5,2,10,4.3,391,11,0.32,13,16,184,5,0.07,0.038,0.194,0.4,47.3,0.035,0.053,0.287,0.092,0.075,24,0,24,24,5.3,0,20,1,0,4,9,1,0,25,0.16,0,0,1.6,0.129,0.046,0.112,0,233,1 cup,,,0
366,1367,Rice with Tomato Sauce,85,480,0,0,0,14,2.3,6,70,0.13,5,9,184,5,0.04,0.01,0.035,0.1,30.3,0.004,0.015,0.067,0.049,0.018,0,0,0,0,1.8,0,1,0,0,0,0,0,0,16,0.01,0,0,0,0.029,0.008,0.051,0,177,6 fl oz,295,10 fl oz,0
367,1368,Rice and Okra Stew,73,550,2,15,2,9,6.7,12,25,0.69,22,29,151,1,0.42,0.09,0.67,0.2,26.2,0.032,0.038,0.598,0.329,0.055,21,0,21,21,12.3,0,33,2,0,16,12,0,0,136,0.87,0,0,7.8,,,,0,140,"1 cup, unthawed",,,0
368,1369,Fried Rice with Vegetables,30,610,2,6,2,55,5.35,37.4,8,0.54,2,3,33,6,0.02,0.025,0.058,0.1,21.3,0.005,0.005,0.17,,0.009,4,0,4,4,1.1,0,49,2,0,0,29,0,35,0,0.06,0,0,1,0.023,0.02,0.017,0,335,11.3 fl oz,,,0
369,1370,Lemon Rice with Stewed Eggplant,88,520,1,0,1,10,0.6,28,17,0.21,12,25,315,3,0.08,0.151,0.048,0.4,161.3,0,0.074,0.231,0.12,0.079,31,0,31,31,1.9,0.08,23,1,0,0,14,,0,24,1.4,0,0,6.1,0.065,0.023,0.111,0,81,1 fruit,,,28
370,1371,Rice with Plantain and Groundnut Stew,90,650,1,0,1,9,0.6,21,19,0.08,5,8,76,6,0.05,0.016,0.067,0.1,31.5,0.005,0.015,0.094,,0.018,18,0,18,18,1.8,0,25,1,0,0,15,0,0,68,0.01,0,0,0,0.002,0.002,0.002,0,200,6.75 fl oz,240,8 fl oz,0
371,1372,Rice with Groundnut Soup,90,670,1,1,0,8,0.7,19,8,0.06,6,9,112,29,0.09,0.02,0.017,,0,0.02,0.017,0.197,0.06,0.037,4,,4,,,,,,,,,,,,,,,,,,,,15,1 tbsp,5.2,1 tsp,0
372,1373,Rice with Spicy Beef Stew,87,700,1,0,0,12,2.4,40,9,0.06,6,9,109,26,0.23,0.018,0.016,,16.6,0.02,0.017,0.18,0.09,0.037,11,,11,,,,33,2,,0,0,40,0,11,0.23,,,0.1,0.027,0.006,0.017,,15,1 tbsp,5,1 tsp,0
373,1374,Rice with Eggplant and Fish Stew,82,620,1,0,1,16,5.3,24,3,0.2,2,4,21,5,0.02,0.017,0.06,,1,,,,,,,,,,,,33,2,,,20,,,,,,,,0.007,0.007,0.034,0,70,.25 cup,,,0
374,1375,Coconut Rice with Chicken Stew,82,680,2,2,1,11,3.17,29.4,3,0.62,2,4,34,5,0.03,0.035,0.085,,1,,,,,,,,,,,,33,2,,,20,,,,,,,,0.007,0.007,0.028,0,70,.25 cup,,,0
375,1376,Jollof Rice with Plantain,9,750,9,19,2,59,1.02,124.89,10,0.14,,,94,8,,,,,49.2,,,,,,,,,,,,129,6,,,77,,116,,,,,,0.008,0.008,0.014,0,248,8 fl oz,,,0
376,1377,Rice with Mixed Vegetables and Chicken,79,630,1,1,0,14,1.8,10,10,0.2,14,18,201,2,0.08,0.04,0.18,0.2,38.4,0.05,0.05,0.285,0.21,0.065,30,0,30,30,3.8,0,222,11,0,7,45,169,0,48,8.93,0,0,0.9,0.12,0.026,0.049,0,233,1 cup,,,0
377,1378,Fried Rice with Liver,85,700,4,1,4,9,6,15.8,10,0.2,14,18,201,2,0.08,0.04,0.18,0.4,8.4,0.04,0.057,0.31,,0.115,35,0,35,35,3.8,0,31,2,0,7,11,9,0,26,0.13,0,0,0.9,0.092,0.024,0.044,0,228,1 cup,,,0
378,1379,Curry Rice with Fish,26,650,12,1,3,56,1.89,22,36,0.82,12,160,214,125,1.13,0.045,0.007,15.1,0,0.246,0.139,3.93,0.513,0.234,0,0,0,0,46,1.4,0,0,0,0,0,0,0,0,0.24,1.5,61,0,21.382,24.9,8.49,81,85,3 oz,,,0
379,1380,Rice with Sausage and Mushrooms,84,690,1,0,0,12,1.2,12,19,0.69,13,155,253,42,1.59,0.055,0.011,28.4,0.4,0.595,0.207,3.846,0.526,0.284,4,0,4,4,,0.61,8,2,2,0,0,0,0,0,0.29,,,,12.44,15.93,3.8,74,28.35,1 oz,453.6,1 lb,18
380,1381,Vegetable Rice with Tofu,92,550,1,0,1,7,0.29,7,13,0.82,24,216,363,59,2.21,0.075,0.011,33.5,0.2,0.642,0.254,5.573,0.936,0.644,2,0,2,2,49.9,0.64,2,1,1,0,0,0,0,0,0.17,0.5,19,0,1.625,2.063,0.519,64,28.35,1 oz,453.6,1 lb,30
381,1382,Rice with Spinach and Chicken,21,640,0,0,0,82,0.15,6,11,0.89,21,195,319,57,2.27,0.075,0.014,28.5,0.3,0.622,0.255,4.73,0.899,0.504,3,0,3,3,34.7,0.67,6,1,1,0,0,0,0,0,0.12,0.7,29,0,4.918,6.102,1.726,69,28.35,1 oz,453.6,1 lb,24
382,1383,Rice with Vegetables and Goat Meat,0,690,0,0,0,100,0,1,2,0.18,2,38,65,11,0.37,0.018,0.002,8,0.1,0.084,0.051,0.985,0.115,0.04,1,0,1,1,15.4,0.18,15,5,5,0,0,0,0,0,0,3.1,122,0,32.21,41.95,10.35,57,28.35,1 oz,453.6,1 lb,11
383,1384,Coconut Rice with Plantain and Fish,72,710,1,0,2,16,8.37,0.32,5,0.52,4,108,185,32,1.02,0.052,0.006,8,0.3,0.396,0.242,4.647,0.256,0.13,1,0,1,1,,0.84,10,3,3,0,0,0,0,0,0.39,,,0,19.33,24.7,5.65,72,28.35,1 oz,453.6,1 lb,7
384,1385,Steamed Rice with Groundnut and Spinach,49,640,5,,,,,48.9,14,0.26,6,84,333,47,0.6,0.067,0,9,0,0.16,0.09,2.63,0.43,0.143,0,0,0,0,31,0.67,86,26,26,0,0,0,0,0,0.42,1.7,69,0,21.979,28.041,13.186,72,28.35,1 oz,113,4 oz,0
385,1386,Jollof Rice with Shrimp,44,710,47,1,1,7,0.02,61,22,0.46,9,109,125,56,0.75,0.09,0.003,11.5,0,0.21,0.2,3.12,0.51,0.192,0,0,0,0,32.9,0.54,80,24,24,0,0,0,0,0,0,1.8,72,0,23.856,28.987,11.538,79,28.35,1 oz,113,4 oz,0
386,1387,Rice with Beans and Palm Oil,76,650,11,10,2,1,0,43,5,0.85,20,199,315,47,1.93,0.065,0.023,29.4,0.7,0.736,0.2,4.574,0.685,0.401,7,0,7,7,,0.63,7,0,0,,,,,,,0.5,20,,6.54,8.38,2.01,73,28.35,1 oz,453.6,1 lb,17
387,1388,Rice with Grilled Beef and Vegetables,77,730,18,4,1,1,0,7,14,1.01,22,263,352,60,2.96,0.1,0.032,45.3,0.3,0.635,0.313,4.574,0.617,0.402,10,0,10,10,92.2,0.68,10,3,3,0,0,0,0,0,0.22,0.8,33,0,6.47,7.88,1.68,94,135,"1 cup, diced",85,3 oz,20
388,1389,Coconut Rice with Chicken and Mango,78,690,17,3,1,0,0,13,6,1.01,25,229,369,55,2.27,0.075,0.029,35.4,0.9,0.875,0.228,5.338,0.805,0.5,9,0,9,9,72.3,0.71,6,2,2,0,0,0,0,0,0.17,0.6,23,0,1.87,2.44,0.58,68,28.35,1 oz,453.6,1 lb,35
389,1390,Rice with Plantain and Pork,71,750,20,4,1,4,0,5,7,1.12,25,281,373,64,3.26,0.108,0.037,49.9,0.4,0.69,0.349,4.935,0.67,0.45,12,0,12,12,101.1,0.72,9,3,3,0,0,0,0,0,0.26,0.9,36,0,3.3,4.45,0.85,94,135,"1 cup, diced",85,3 oz,32
390,1391,Steamed Rice with Fish and Avocado,79,680,16,3,1,0,0,10,12,0.62,20,216,356,73,1.7,0.079,0.009,19.7,0,0.498,0.309,5.623,0.63,0.506,0,0,0,0,69.6,0.4,16,5,5,0,0,0,0,0,0.2,0.5,18,0,3.526,4.445,2.156,63,28.35,1 oz,453.6,1 lb,17
391,1392,Rice with Chicken and Okra,65,670,15,16,1,4,0,6,16,0.9,25,255,416,77,2.31,0.112,0.016,25,0,0.489,0.379,7.444,0.859,0.501,0,0,0,0,92.8,0.67,10,3,3,0,0,0,0,0,0.27,0.4,17,0,3.369,4.322,2.198,85,135,"1 cup, diced",85,3 oz,18
392,1393,Curry Rice with Spinach and Lamb,73,720,20,6,1,0,0,11,12,0.67,22,235,359,76,1.85,0.08,0.01,21.2,0,0.545,0.34,6.042,0.658,0.557,0,0,0,0,75,0.36,7,2,2,0,0,0,0,0,0.16,0.3,11,0,0.947,1.148,0.615,62,85,3 oz,453.6,1 lb,25
393,1394,Rice with Groundnuts and Fish,71,660,18,2,1,0,0,5.4,16,0.97,27,273,425,80,2.48,0.116,0.018,26.6,0,0.523,0.408,7.94,0.903,0.538,0,0,0,0,99.2,0.67,2,1,1,0,0,0,0,0,0.26,0.3,12,0,1.451,1.878,1.066,86,85,3 oz,3027,1 roast,23
394,1395,Jollof Rice with Chicken Drumsticks,70,750,16,9,1,1,0,6.45,12,0.69,19,204,329,84,2.02,0.131,0.022,19.5,0,0.47,0.307,5.75,0.594,0.475,0,0,0,0,68.2,0.54,20,6,6,0,0,0,0,0,0.31,0.5,20,0,3.942,5.067,2.412,67,85,3 oz,453.6,1 lb,28
395,1396,Steamed Rice with Beef and Vegetables,70,720,17,5,1,1,0,5.1,15,0.87,22,242,345,81,2.42,0.119,0.017,26.4,0,0.411,0.352,7.457,0.83,0.442,0,0,0,0,90.3,0.5,14,4,4,0,0,0,0,0,0.23,0.6,22,0,4.609,5.819,2.44,91,85,3 oz,2900,1 roast,22
396,1397,Spicy Rice with Chicken and Plantain,,730,,13,319,,2.45,,12,0.77,21,224,329,90,2.25,0.142,0.026,21.3,0,0.522,0.343,6.273,0.622,0.531,0,0,0,0,74.4,0.51,9,3,3,0,0,0,0,0,0.29,0.3,11,0,0.917,1.214,0.605,66,85,3 oz,453.6,1 lb,32
